Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,DribTkl,DribTklAtt,DribTkl%,ChallengesLost,Blocks,ShotsBlocked,PassesBlocked,Int,Tkl+Int,Clr,ErrorsLeadingToShot
Carlos Romero,ESP,DF,Espanyol,La Liga,23-010,2001,9.6,27,18,19,7,1,16,26,61.5,10,9,1,8,6,33,23,0
Cristian Romero,ARG,DF,Tottenham,Premier League,26-195,1998,9.7,25,22,20,5,0,14,20,70.0,6,13,3,10,13,38,29,0
Isaac Romero,ESP,FW,Sevilla,La Liga,24-174,2000,7.9,3,1,0,2,1,0,5,0.0,5,6,1,5,0,3,10,0
Luka Romero,ARG,"FW,MF",Alavés,La Liga,19-356,2004,2.1,4,4,1,1,2,2,3,66.7,1,1,0,1,1,5,0,0
Oriol Romeu,ESP,MF,Girona,La Liga,33-045,1991,3.7,13,8,4,9,0,5,6,83.3,1,6,2,4,2,15,3,0
Valentin Rongier,FRA,"DF,MF",Marseille,Ligue 1,29-337,1994,2.0,7,4,4,3,0,2,6,33.3,4,5,2,3,2,9,7,0
Marten de Roon,NED,"DF,MF",Atalanta,Serie A,33-224,1991,11.0,32,18,13,18,1,14,22,63.6,8,19,2,17,15,47,21,1
Vitor Roque,BRA,FW,Betis,La Liga,19-254,2005,5.7,1,1,0,1,0,0,1,0.0,1,1,0,1,2,3,1,0
Pablo Rosario,NED,"MF,DF",Nice,Ligue 1,27-306,1997,7.9,8,6,2,6,0,4,7,57.1,3,9,5,4,16,24,18,2
Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22-294,2002,2.2,4,3,4,0,0,2,4,50.0,2,5,1,4,4,8,8,0
Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21-272,2003,4.7,10,6,7,3,0,7,8,87.5,1,6,2,4,3,13,30,0
Valentin Rosier,FRA,DF,Leganés,La Liga,28-081,1996,9.5,32,26,23,8,1,20,32,62.5,12,12,1,11,14,46,48,1
Tom Rothe,GER,"MF,DF",Union Berlin,Bundesliga,20-010,2004,5.9,19,10,14,5,0,11,19,57.9,8,13,3,10,5,24,14,1
Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23-163,2001,5.1,5,4,3,1,1,4,4,100.0,0,8,4,4,7,12,21,0
Jonas Rouhi,SWE,DF,Juventus,Serie A,20-306,2004,1.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
Jérôme Roussillon,FRA,DF,Union Berlin,Bundesliga,31-307,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Nicolò Rovella,ITA,MF,Lazio,Serie A,22-340,2001,7.9,31,21,9,18,4,12,19,63.2,7,6,2,4,10,41,11,1
Jon Rowe,ENG,"FW,MF",Marseille,Ligue 1,21-192,2003,3.6,6,6,0,2,4,4,6,66.7,2,1,1,0,1,7,0,0
Amir Rrahmani,KVX,DF,Napoli,Serie A,30-258,1994,11.0,7,5,4,3,0,3,7,42.9,4,11,7,4,3,10,42,0
Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17-364,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31-250,1993,10.1,8,4,5,3,0,5,7,71.4,2,13,9,4,4,12,38,0
Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22-120,2002,7.8,12,8,4,6,2,6,7,85.7,1,9,1,8,7,19,12,1
Aitor Ruibal,ESP,"FW,DF",Betis,La Liga,28-231,1996,5.6,11,7,6,2,3,7,11,63.6,4,8,2,6,6,17,9,0
Abel Ruiz,ESP,FW,Girona,La Liga,24-285,2000,7.3,2,0,1,0,1,2,5,40.0,3,4,1,3,2,4,3,0
Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28-219,1996,4.7,15,8,7,5,3,7,15,46.7,8,4,0,4,6,21,5,0
Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32-172,1992,10.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,1
Georginio Rutter,FRA,"FW,MF",Brighton,Premier League,22-202,2002,6.0,10,3,5,4,1,4,12,33.3,8,6,0,6,4,14,7,1
Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26-357,1997,7.0,9,6,6,2,1,9,12,75.0,3,6,1,5,8,17,5,1
Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,32-096,1992,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
José Sá,POR,GK,Wolves,Premier League,31-296,1993,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24-317,1999,3.8,12,7,4,5,3,6,11,54.5,5,6,0,6,1,13,1,0
Youssouf Sabaly,SEN,DF,Betis,La Liga,31-248,1993,4.2,10,7,6,3,1,6,7,85.7,1,3,0,3,2,12,15,0
Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26-320,1997,2.5,4,2,3,1,0,1,2,50.0,1,2,0,2,2,6,1,0
Stefano Sabelli,ITA,DF,Genoa,Serie A,31-300,1993,6.7,16,9,8,5,3,5,18,27.8,13,9,0,9,5,21,17,0
Marcel Sabitzer,AUT,"MF,FW",Dortmund,Bundesliga,30-236,1994,5.6,8,3,0,7,1,4,9,44.4,5,7,4,3,2,10,5,0
Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29-191,1995,9.4,13,7,9,3,1,8,15,53.3,7,14,5,9,11,24,9,0
Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27-280,1997,2.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,2,0
Alexis Saelemaekers,BEL,"FW,DF",Roma,Serie A,25-134,1999,1.2,4,2,3,1,0,2,2,100.0,0,1,0,1,0,4,1,0
Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25-134,1999,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
Jorge Sáenz,ESP,DF,Leganés,La Liga,27-357,1996,5.8,14,11,6,7,1,4,6,66.7,2,5,3,2,9,23,37,0
Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25-257,1999,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25-208,1999,8.7,19,9,10,7,2,10,17,58.8,7,9,5,4,14,33,33,2
Richie Sagrado,BEL,DF,Venezia,Serie A,20-283,2004,1.3,2,2,1,1,0,1,1,100.0,0,1,0,1,1,3,2,0
Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23-150,2001,7.1,4,3,2,1,1,1,4,25.0,3,9,1,8,4,8,5,1
Wesley Saïd,FRA,"FW,MF",Lens,Ligue 1,29-203,1995,3.9,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,1,0
Bukayo Saka,ENG,"MF,FW",Arsenal,Premier League,23-064,2001,8.2,16,10,5,5,6,7,15,46.7,8,11,0,11,1,17,6,0
Marco Sala,ITA,DF,Como,Serie A,25-157,1999,1.4,7,4,5,1,1,3,3,100.0,0,1,0,1,1,8,6,0
Ibrahim Salah,MAR,FW,Brest,Ligue 1,23-070,2001,2.7,2,1,1,0,1,1,2,50.0,1,1,0,1,1,3,0,0
Mohamed Salah,EGY,FW,Liverpool,Premier League,32-146,1992,9.7,5,4,1,2,2,2,3,66.7,1,1,0,1,2,7,4,0
Amine Salama,FRA,FW,Reims,Ligue 1,24-113,2000,2.1,2,2,0,1,1,0,2,0.0,2,2,1,1,0,2,0,0
Kike Salas,ESP,DF,Sevilla,La Liga,22-199,2002,3.2,5,5,2,1,2,2,4,50.0,2,5,2,3,4,9,12,0
Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,28-057,1996,6.1,14,5,7,5,2,6,13,46.2,7,11,1,10,5,19,21,0
William Saliba,FRA,DF,Arsenal,Premier League,23-229,2001,8.3,24,15,16,8,0,11,12,91.7,1,6,2,4,7,31,27,1
Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25-205,1999,4.1,14,7,9,5,0,7,7,100.0,0,5,4,1,2,16,15,1
Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27-170,1997,0.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0
Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31-353,1992,5.9,6,2,4,2,0,5,6,83.3,1,7,5,2,4,10,39,0
Lazar Samardzic,SRB,"MF,FW",Atalanta,Serie A,22-258,2002,3.7,3,3,0,1,2,2,3,66.7,1,3,1,2,0,3,0,0
Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28-302,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,29-002,1995,0.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0
Mama Samba Baldé,GNB,FW,Brest,Ligue 1,29-002,1995,3.7,4,4,1,1,2,2,4,50.0,2,2,0,2,1,5,4,0
Brice Samba,FRA,GK,Lens,Ligue 1,30-197,1994,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,25-017,1999,4.3,6,6,5,1,0,3,4,75.0,1,3,1,2,0,6,9,0
Junior Sambia,FRA,MF,Empoli,Serie A,28-062,1996,0.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Chuky san jose,ESP,"MF,FW",Valladolid,La Liga,20-193,2004,1.0,1,0,0,0,1,1,1,100.0,0,2,0,2,0,1,0,0
Antonio Sanabria,PAR,FW,Torino,Serie A,28-249,1996,5.8,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,2,0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,24-197,2000,7.3,5,2,3,1,1,3,8,37.5,5,4,0,4,2,7,3,0
Antonio Sánchez,ESP,"DF,MF",Mallorca,La Liga,27-312,1997,5.5,13,8,10,2,1,8,12,66.7,4,8,2,6,7,20,17,0
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,32-046,1992,4.5,11,7,7,2,2,4,11,36.4,7,5,1,4,6,17,2,0
Javi Sánchez,ESP,DF,Valladolid,La Liga,27-239,1997,5.5,5,4,4,1,0,4,6,66.7,2,11,8,3,5,10,27,1
Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,21-085,2003,5.1,6,5,3,2,1,4,5,80.0,1,0,0,0,6,12,6,0
Manu Sánchez,ESP,DF,Alavés,La Liga,24-076,2000,9.5,18,13,7,6,5,10,17,58.8,7,16,2,14,9,27,19,0
Robert Sánchez,ESP,GK,Chelsea,Premier League,26-356,1997,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2
Jadon Sancho,ENG,FW,Chelsea,Premier League,24-228,2000,3.4,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
Philipp Sander,GER,MF,Gladbach,Bundesliga,26-261,1998,3.7,11,6,6,4,1,6,9,66.7,3,7,1,6,5,16,7,0
Leroy Sané,GER,FW,Bayern Munich,Bundesliga,28-302,1996,1.2,2,0,0,0,2,1,1,100.0,0,1,0,1,1,3,0,0
Arouna Sangante,SEN,DF,Le Havre,Ligue 1,22-210,2002,5.8,9,7,4,5,0,5,8,62.5,3,7,4,3,14,23,21,1
Ibrahim Sangaré,CIV,MF,Nott'ham Forest,Premier League,26-342,1997,2.4,15,9,5,10,0,4,8,50.0,4,4,0,4,2,17,2,0
Nhoa Sangui,FRA,DF,Reims,Ligue 1,18-255,2006,5.5,6,4,0,3,3,3,6,50.0,3,5,2,3,2,8,12,0
Kaishu Sano,JPN,MF,Mainz 05,Bundesliga,23-314,2000,8.8,18,14,5,12,1,5,14,35.7,9,21,4,17,14,32,10,0
Nicola Sansone,ITA,"FW,MF",Lecce,Serie A,33-059,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,29-244,1995,4.3,9,2,6,2,1,4,9,44.4,5,9,4,5,10,19,7,0
Jesús Santiago,ESP,MF,Getafe,La Liga,20-167,2004,1.9,5,3,4,1,0,2,3,66.7,1,2,1,1,0,5,2,0
Andrey Santos,BRA,MF,Strasbourg,Ligue 1,20-189,2004,8.7,31,20,16,13,2,16,30,53.3,14,13,3,10,5,36,12,0
Kauã Santos,BRA,GK,Eint Frankfurt,Bundesliga,21-211,2003,3.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
Tiago Santos,POR,DF,Lille,Ligue 1,22-108,2002,4.5,12,7,4,5,3,6,9,66.7,3,2,0,2,2,14,4,0
Pablo Sarabia,ESP,"MF,FW",Wolves,Premier League,32-181,1992,1.5,4,2,2,1,1,2,4,50.0,2,3,0,3,2,6,1,1
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,22-145,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Amin Sarr,SWE,FW,Hellas Verona,Serie A,23-242,2001,1.8,4,2,2,1,1,1,1,100.0,0,1,1,0,0,4,4,0
Ismaila Sarr,SEN,"MF,FW",Crystal Palace,Premier League,26-257,1998,4.4,2,1,0,1,1,0,6,0.0,6,6,0,6,2,4,4,0
Malang Sarr,FRA,DF,Lens,Ligue 1,25-290,1999,1.5,0,0,0,0,0,0,0,,0,2,1,1,4,4,1,0
Mamadou Sarr,FRA,DF,Strasbourg,Ligue 1,19-071,2005,4.5,10,5,4,6,0,5,10,50.0,5,4,3,1,6,16,14,0
Martin Satriano,URU,"FW,DF",Lens,Ligue 1,23-262,2001,0.5,3,1,1,1,1,3,3,100.0,0,0,0,0,0,3,2,0
Téji Savanier,FRA,MF,Montpellier,Ligue 1,32-322,1991,8.4,12,11,4,5,3,10,21,47.6,11,3,0,3,5,17,6,2
Sávio,BRA,"FW,MF",Manchester City,Premier League,20-212,2004,5.0,11,7,3,3,5,3,6,50.0,3,4,0,4,1,12,1,1
Nicolò Savona,ITA,DF,Juventus,Serie A,21-234,2003,6.5,14,7,7,6,1,6,9,66.7,3,2,0,2,5,19,3,0
Saba Sazonov,GEO,DF,Torino,Serie A,22-281,2002,0.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Joe Scally,USA,DF,Gladbach,Bundesliga,21-313,2002,8.8,16,11,10,6,0,9,15,60.0,6,10,4,6,4,20,16,1
Kevin Schade,GER,"FW,MF",Brentford,Premier League,22-347,2001,5.3,12,10,3,4,5,6,7,85.7,1,2,1,1,0,12,3,0
András Schäfer,HUN,MF,Union Berlin,Bundesliga,25-209,1999,4.7,14,7,7,6,1,11,17,64.7,6,8,1,7,7,21,9,0
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,32-324,1991,7.3,9,5,2,7,0,2,6,33.3,4,5,3,2,8,17,24,0
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,28-289,1996,1.6,2,2,0,1,1,0,0,,0,1,0,1,0,2,2,0
Stefan Schimmer,GER,"FW,DF",Heidenheim,Bundesliga,30-194,1994,0.5,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Joël Schingtienne,BEL,DF,Venezia,Serie A,22-088,2002,1.0,4,4,3,1,0,1,1,100.0,0,1,0,1,1,5,1,0
Keven Schlotterbeck,GER,DF,Augsburg,Bundesliga,27-194,1997,7.4,8,7,3,5,0,5,5,100.0,0,6,3,3,8,16,29,1
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,24-343,1999,7.8,18,12,12,5,1,15,22,68.2,7,13,6,7,9,27,23,0
Jeffrey Schlupp,GHA,"MF,DF",Crystal Palace,Premier League,31-321,1992,0.6,2,0,1,0,1,0,1,0.0,1,2,0,2,0,2,2,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,24-286,2000,8.8,14,5,4,7,3,8,19,42.1,11,8,0,8,4,18,5,0
Niklas Schmidt,GER,MF,Toulouse,Ligue 1,26-252,1998,1.7,4,3,1,3,0,2,4,50.0,2,0,0,0,0,4,2,0
Jan Schöppner,GER,MF,Heidenheim,Bundesliga,25-149,1999,8.2,15,7,3,9,3,9,24,37.5,15,11,2,9,15,30,30,0
Marvin Schulz,GER,"MF,FW",Holstein Kiel,Bundesliga,29-298,1995,1.4,2,2,2,0,0,1,4,25.0,3,4,1,3,0,2,6,0
Léo Scienza,BRA,"FW,MF",Heidenheim,Bundesliga,26-056,1998,5.7,9,5,6,3,0,2,6,33.3,4,4,1,3,3,12,7,0
Alex Scott,ENG,MF,Bournemouth,Premier League,21-079,2003,2.9,16,7,8,4,4,12,16,75.0,4,9,1,8,6,22,5,0
Simone Scuffet,ITA,GK,Cagliari,Serie A,28-161,1996,11.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,2
Jérémy Sebas,MTQ,"FW,MF",Strasbourg,Ligue 1,21-208,2003,0.2,2,1,1,1,0,2,3,66.7,1,0,0,0,0,2,0,0
Aleksandar Sedlar,SRB,DF,Alavés,La Liga,32-331,1991,4.5,15,9,5,10,0,7,9,77.8,2,2,1,1,7,22,7,1
Alidu Seidu,GHA,DF,Rennes,Ligue 1,24-157,2000,7.7,20,16,12,6,2,10,12,83.3,2,12,5,7,11,31,13,0
Nicolas Seiwald,AUT,MF,RB Leipzig,Bundesliga,23-188,2001,3.7,12,8,3,9,0,6,11,54.5,5,4,1,3,9,21,9,0
Matz Sels,BEL,GK,Nott'ham Forest,Premier League,32-256,1992,10.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0
Nélson Semedo,POR,DF,Wolves,Premier League,30-358,1993,7.7,18,9,12,3,3,8,19,42.1,11,7,3,4,3,21,42,1
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24-306,2000,9.7,16,11,5,7,4,5,14,35.7,9,15,3,12,2,18,7,0
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23-285,2001,1.7,6,3,3,2,1,5,9,55.6,4,5,2,3,6,12,7,0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,27-182,1997,7.8,27,16,17,8,2,10,19,52.6,9,13,5,8,9,36,36,0
Suat Serdar,GER,MF,Hellas Verona,Serie A,27-211,1997,3.0,8,6,5,3,0,2,7,28.6,5,0,0,0,3,11,3,0
Sergi,ESP,DF,Leganés,La Liga,32-202,1992,11.5,13,10,7,5,1,5,8,62.5,3,13,9,4,19,32,58,1
Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21-248,2003,0.2,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,0,0
Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21-161,2003,7.1,4,2,0,2,2,1,3,33.3,2,5,3,2,2,6,6,0
Stephan El Shaarawy,ITA,DF,Roma,Serie A,32-012,1992,3.2,4,3,1,1,2,0,1,0.0,1,1,0,1,4,8,3,0
Eldor Shomurodov,UZB,"FW,DF",Roma,Serie A,29-132,1995,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32-102,1992,7.1,21,11,11,7,3,9,14,64.3,5,2,1,1,11,32,20,0
Armindo Sieb,GER,"MF,FW",Mainz 05,Bundesliga,21-265,2003,4.1,3,2,1,2,0,1,4,25.0,3,1,0,1,1,4,4,0
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,29-031,1995,9.1,16,9,6,9,1,8,19,42.1,11,11,2,9,6,22,17,1
Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24-244,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0
Kiliann Sildillia,FRA,"DF,FW",Freiburg,Bundesliga,22-176,2002,0.3,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,29-002,1995,0.5,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,30-090,1994,9.1,8,6,0,3,5,3,12,25.0,9,6,1,5,5,13,3,1
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27-100,1997,6.0,11,8,6,4,1,5,7,71.4,2,6,1,5,4,15,12,0
Fábio Silva,POR,"FW,MF",Las Palmas,La Liga,22-112,2002,6.3,5,1,1,2,2,1,6,16.7,5,4,0,4,3,8,10,0
Jota Silva,POR,"MF,FW",Nott'ham Forest,Premier League,25-099,1999,2.1,6,1,4,2,0,0,5,0.0,5,2,0,2,6,12,3,0
Eric da Silva Moreira,GER,DF,Nott'ham Forest,Premier League,18-189,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rui Silva,POR,GK,Betis,La Liga,30-275,1994,12.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,6,0
Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23-144,2001,2.6,2,2,0,2,0,2,2,100.0,0,1,0,1,1,3,3,0
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24-189,2000,0.6,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
Giovanni Simeone,ARG,FW,Napoli,Serie A,29-126,1995,2.2,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,1,0
Giuliano Simeone,ARG,"MF,DF",Atlético Madrid,La Liga,21-326,2002,2.6,4,3,0,3,1,4,5,80.0,1,5,1,4,2,6,3,0
Moses Simon,NGA,FW,Nantes,Ligue 1,29-119,1995,8.4,8,7,2,3,3,4,8,50.0,4,3,0,3,6,14,2,0
Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21-201,2003,6.8,8,7,2,5,1,3,5,60.0,2,3,1,2,2,10,6,0
Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27-217,1997,1.1,3,3,0,2,1,0,1,0.0,1,0,0,0,1,4,0,0
Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24-336,1999,7.4,10,5,5,1,4,4,8,50.0,4,5,0,5,7,17,17,0
Wilfried Singo,CIV,DF,Monaco,Ligue 1,23-319,2000,7.1,11,8,6,5,0,4,7,57.1,3,3,1,2,16,27,26,0
Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25-144,1999,2.3,5,1,1,2,2,0,4,0.0,4,3,0,3,0,5,5,0
Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29-127,1995,1.0,5,1,3,2,0,1,3,33.3,2,1,0,1,1,6,2,0
Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,29-062,1995,5.0,7,7,5,2,0,5,6,83.3,1,5,3,2,8,15,18,1
Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28-347,1995,6.5,9,7,4,3,2,2,5,40.0,3,5,0,5,1,10,9,0
Ibrahima Sissoko,MLI,"MF,DF",Bochum,Bundesliga,27-012,1997,8.2,22,16,10,11,1,8,15,53.3,7,8,3,5,12,34,13,0
Niama Sissoko,MLI,FW,Reims,Ligue 1,18-328,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Antonio Sivera,ESP,GK,Alavés,La Liga,28-089,1996,12.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,28-062,1996,2.7,2,2,1,1,0,2,5,40.0,3,2,0,2,0,2,4,0
Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29-182,1995,6.5,7,3,3,4,0,2,10,20.0,8,14,3,11,6,13,10,1
Oliver Skipp,ENG,MF,Leicester City,Premier League,24-053,2000,4.5,4,2,1,2,1,3,4,75.0,1,7,3,4,4,8,6,0
Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24-346,1999,5.9,15,13,12,3,0,12,19,63.2,7,5,5,0,5,20,37,0
Łukasz Skorupski,POL,GK,Bologna,Serie A,33-187,1991,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
Robert Skov,DEN,"MF,FW",Union Berlin,Bundesliga,28-172,1996,0.3,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29-271,1995,2.2,5,3,2,3,0,2,2,100.0,0,4,3,1,1,6,3,0
Steven Skrzybski,GER,"FW,MF",Holstein Kiel,Bundesliga,31-356,1992,3.1,5,0,0,3,2,3,5,60.0,2,7,0,7,4,9,1,0
Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22-185,2002,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
William Smallbone,IRL,MF,Southampton,Premier League,24-261,2000,2.7,7,3,3,3,1,3,5,60.0,2,3,0,3,0,7,2,1
Adam Smith,ENG,DF,Bournemouth,Premier League,33-193,1991,5.8,9,6,5,2,2,4,8,50.0,4,4,1,3,7,16,20,0
Eric Smith,SWE,DF,St. Pauli,Bundesliga,27-305,1997,8.4,11,8,9,2,0,5,6,83.3,1,9,3,6,13,24,33,2
Justin Smith,CAN,MF,Espanyol,La Liga,21-278,2003,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Emile Smith Rowe,ENG,MF,Fulham,Premier League,24-103,2000,7.9,16,10,5,4,7,4,8,50.0,4,5,0,5,6,22,5,0
Eduard Sobol,UKR,MF,Strasbourg,Ligue 1,29-202,1995,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Simon Sohm,SUI,MF,Parma,Serie A,23-211,2001,8.8,6,3,3,2,1,4,8,50.0,4,3,1,2,6,12,12,0
Alex Sola,ESP,"MF,FW",Getafe,La Liga,25-152,1999,9.2,16,10,8,8,0,8,22,36.4,14,8,0,8,3,19,7,0
Dominic Solanke,ENG,FW,Tottenham,Premier League,27-055,1997,7.9,9,6,1,6,2,2,3,66.7,1,4,0,4,0,9,8,0
Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,26-062,1998,5.4,2,2,0,2,0,0,0,,0,0,0,0,1,3,8,0
Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27-311,1997,2.7,3,3,2,1,0,1,7,14.3,6,5,1,4,1,4,3,0
Jhon Solis,COL,MF,Girona,La Liga,20-036,2004,3.2,4,4,2,2,0,3,9,33.3,6,10,1,9,3,7,4,0
Yann Sommer,SUI,GK,Inter,Serie A,35-327,1988,11.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1
David Soria,ESP,GK,Getafe,La Liga,31-218,1993,12.0,3,3,3,0,0,3,3,100.0,0,0,0,0,0,3,7,1
Juan Soriano,ESP,GK,Leganés,La Liga,27-077,1997,6.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
Borna Sosa,CRO,DF,Torino,Serie A,26-292,1998,3.5,4,3,2,2,0,3,6,50.0,3,1,0,1,4,8,7,0
Ramón Sosa,PAR,"MF,FW",Nott'ham Forest,Premier League,25-069,1999,0.9,3,2,2,0,1,1,2,50.0,1,1,0,1,1,4,2,0
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20-325,2003,5.7,12,8,5,4,3,4,11,36.4,7,5,0,5,1,13,3,0
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,34-014,1990,6.6,7,5,0,1,6,4,6,66.7,2,5,1,4,2,9,12,0
Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25-158,1999,3.0,0,0,0,0,0,0,0,,0,1,0,1,3,3,2,0
Tomáš Souček,CZE,MF,West Ham,Premier League,29-255,1995,6.3,12,7,5,5,2,7,12,58.3,5,8,3,5,8,20,21,0
Matìas Soulé,ARG,"MF,FW",Roma,Serie A,21-207,2003,5.2,3,2,0,1,2,1,6,16.7,5,8,1,7,2,5,4,0
